OFFENDER_ID,TITLE,FIRST_NAME,MIDDLE_NAME,LAST_NAME,SUFFIX,BIRTH_DATE,SEX_CODE,NOMS_ID,ETHNICITY_CODE,ETHNICITY,CRO_NUMBER,PNC_NUMBER,WORKING_NAME,NATIONALITY,SECOND_NATIONALITY,SEXUAL_ORIENTATION,ROOT_OFFENDER_ID
1013246,,RECEP11,,BO-VIEWPOP,,01/01/76,M,A0960AA,W2,White : Irish,,,Y,,,,1013246
1013247,,RECEP12,,BO-VIEWPOP,,01/01/66,M,A0961AA,W9,White: Any other background,,,Y,,,,1013247
1013268,LORD,REC,,BO-PRINT,,15/05/51,M,A0982AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,,,,,1013268
1014636,,LEE,,WU,,12/12/80,M,A4432AA,O1,Chinese,,,,,,,1006327
1006627,MR,BOB,,RIVERS,,16/02/71,M,A4712AA,,,,,Y,IRISH,,,1006627
1006647,,ANGUS,,ABERDEEN,,11/11/82,M,A4732AA,W2,White : Irish,,,Y,,,,1006647
1006687,MR,STEWART,,JAMES,,14/12/77,M,A4772AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1006687
1006688,MR,JAMES,,STEWART,,10/06/80,M,A4773AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1006688
1006707,,TWO,,KIRK,,13/12/76,M,A4792AA,,,,,Y,IRISH,,,1006707
1006727,,ADRIAN,,BROWN,,11/11/71,M,A4812AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1006727
1006728,MR,MARK,,SMITH,,01/06/73,M,A4813AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,,,,,1006728
1006748,,FOUR,,KIRK,,15/12/76,M,A4833AA,,,,,Y,,,,1006748
1006787,,NUMARA,,NEPRATETTI,,05/03/75,F,A4872AA,,,,,Y,IRISH,,,1006787
1006807,,BRENDAN,,BIRMINGHAM,,05/05/60,M,A4892AA,W2,White : Irish,,,Y,,,,1006807
1006808,,DUNCAN,,DURHAM,,16/06/74,M,A4893AA,W9,White: Any other background,,,Y,IRISH,,,1006808
1006847,,COMMUNITY,,ORDER,,09/07/68,M,A4932AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,BRITISH,,HETEROSEXUAL / STRAIGHT,1006847
1006907,MR,KEN,,BLACK,,01/03/65,M,A4972AA,,,,,,,,,1006907
1007007,,NELSON,,WATERLOO,,22/11/79,M,A5072AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1007007
1007047,,JOHN,ROGER,BO-ARDROOM,,02/02/65,M,A5112AA,M1,Mixed: White and Black Caribbean,,,Y,,,,1007047
1007048,,SARAH,,BO-OKCASE,,27/12/66,F,A5113AA,W2,White : Irish,,,Y,,,,1007048
1007049,,ANDY,,BO-RING,,01/02/54,NS,A5114AA,,,,,Y,,,,1007049
1007050,,SARAH,,BO-OKMARK,,10/10/73,F,A5115AA,A1,Asian/Asian British: Indian,,,Y,,,,1007050
1007067,,PHILLIPE,,SPAIN,,11/05/78,M,A5132AA,W9,White: Any other background,,,Y,,,,1007067
1007247,,TEST,,CONSECUTIVE,,02/04/76,M,A5312AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1007247
1007427,,TEST,,FINE,,15/10/86,F,A5492AA,,,,,Y,LIBERIAN,,REFUSED,1007427
1007467,,QUINCE,,VICTORIA,,10/11/74,M,A5532AA,B1,Black/Black British: Caribbean,,,Y,,,,1007467
1007487,,DARREN,,TEST2,,12/12/75,M,A5552AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1007487
1007588,,BOB,,BO-DIDLEY,,23/02/74,M,A5653AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1007588
1007608,,MIHIR,,MATLOCK,,02/02/72,M,A5673AA,A1,Asian/Asian British: Indian,,,Y,IRISH,,,1007608
1007609,,UNPAID,WORK,NEWBURY,,08/08/81,M,A5674AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1007609
1007628,,NOAH,,NORTHALLERTON,,06/06/60,M,A5693AA,W9,White: Any other background,,,Y,IRISH,,,1007628
1007648,,RONALD,,ACR-POST-CJA,,11/11/75,M,A5713AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1007648
1007667,MS,JENNY,,BO-RDER,,23/11/87,F,A5732AA,B1,Black/Black British: Caribbean,,,Y,VIRGIN ISLANDER,,,1007667
1007668,MISS,JENNIFER,,BO-RDER,,23/11/89,F,A5732AA,B1,Black/Black British: Caribbean,,,,,,,1007667
1007687,,DARREN3,,TEST,,12/12/86,M,A5752AA,,,,,Y,IRISH,,,1007687
1007747,MRS,MARY,,DAGWOOD,,22/04/65,F,A5812AA,W2,White : Irish,,,Y,REFUSED,,,1007747
1007748,MISS,CARREN,,HOWARD,,16/06/81,F,A5813AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1007748
1007769,,AMEND,,BREACHTWO,,01/06/55,F,A5834AA,W9,White: Any other background,,,Y,,,,1007769
1007770,,EXTRA HOURS,,BREACHTHREE,,12/12/88,M,A5835AA,,,,,Y,,,,1007770
1005586,MR,DBG,,TEST,,12/12/80,M,A3731AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,BRITISH,,HETEROSEXUAL / STRAIGHT,1005586
1005768,,BRENDON,,LEE,,05/05/55,M,A3913AA,O1,Chinese,,,,,,,1005768
1005769,MR,RAJU,,LUHAR,,07/04/62,M,A3914AA,A1,Asian/Asian British: Indian,,,,,,,1005769
1005770,MR,DAMIEN,,TROTTER,,01/09/82,M,A3915AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1005770
1005775,MR,JACK,ANDREW,MARVEL,,13/07/79,M,A3920AA,B1,Black/Black British: Caribbean,,,,,,,1005775
1005788,MR,JAMES,,HEDGES,,06/10/49,M,A3933AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,,,,,1005788
1005966,,DIRK,,BO-GART,,04/06/80,M,A4091AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1005966
1006046,,CABBAGE,,BO-RSHT,,01/07/59,M,A4171AA,W9,White: Any other background,,,Y,,,,1006046
1006127,,INMATE1991,,CHSINMATE,,01/01/91,M,A4252AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,,,,,1006127
1006269,,JULIUS,THREE,JENKINS,,05/07/75,M,A4374AA,,,,,Y,IRISH,,,1006269
1010570,,OGRS5,,BO-OFFENDER,,14/03/74,M,A8514AA,W2,White : Irish,,,Y,IRISH,,,1010570
1010571,,OGRS6,,BO-OFFENDER,,15/09/74,F,A8515AA,A2,Asian/Asian British: Pakistani,,,Y,,,,1010571
1010572,,OGRS7,,BO-OFFENDER,,19/03/74,M,A8516AA,A2,Asian/Asian British: Pakistani,,,Y,IRISH,,,1010572
1013467,,GORDON,,DATA-BROWN,,01/04/57,M,A1181AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1013467
1013492,,HARRY,,PURPLE,,31/07/86,M,A1206AA,M1,Mixed: White and Black Caribbean,,,Y,IRISH,,,1013492
1013494,,ANWAR,,SADAT,,10/04/73,M,A1208AA,O9,Other: Any other background,,,Y,,,,1013494
1013495,,ALI,,SHAH,,25/04/84,M,A1209AA,A9,Asian/Asian British: Any other backgr'nd,,,Y,IRISH,,,1013495
1013496,,BINA,,SILVERS,,18/05/70,F,A1210AA,M3,Mixed: White and Asian,,,Y,IRISH,,,1013496
1013501,,RECALL,,LICENCE,,11/02/76,F,A1215AA,,,,,Y,IRISH,,,1013501
1013503,,ANDREW,JAMES,WHITE,,03/05/80,M,A1217AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1013503
1013504,,MARY,JANE,WHITEHOUSE,,22/02/62,F,A1218AA,,,,,Y,IRISH,,,1013504
1014664,,SENTCALC001,,SENTCALC001,,01/01/75,M,A2312AA,,,,,Y,,,,1014664
1013506,,GREGORY,NIGEL,YELLOWSTONE,,15/04/80,M,A1220AA,NS,Prefer not to say,,,Y,,,,1013506
1013564,,TONY,,TEMPLE,,11/06/81,M,A1271AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1013564
1013565,,MARK,,MONUMENT,,04/05/65,M,A1272AA,M1,Mixed: White and Black Caribbean,,,Y,IRISH,,,1013565
1013585,,FRANK,,TILBURY,,11/11/75,M,A1292AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1013585
1013588,MR,DAVE,,BOWLEY,,01/04/61,M,A1295AA,,,,,Y,,,,1013588
1013591,MR,GERALD,,FORD,,01/03/60,M,A1298AA,,,,,Y,IRISH,,,1013591
1013595,MISS,DEMELZA,,PENGELLEY,,13/03/86,F,A1301AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1013595
1013596,MISS,TEGAN,,PENGELLEY,,06/08/88,F,A1302AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1013596
1013618,,BOSSY,,BOOTS,,10/05/69,M,A1323AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1013618
1013619,,BOSSY,,BO-OTS,,11/04/68,M,A1324AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1013619
1013621,,CAR,,BO-OTS,,10/07/65,M,A1326AA,W2,White : Irish,,,Y,IRISH,,,1013621
1013623,,CV,,BO-OTS,,10/05/72,M,A1328AA,W2,White : Irish,,,Y,IRISH,,,1013623
1013624,,ARMY,,BO-OTS,,10/04/54,M,A1329AA,W2,White : Irish,,,Y,IRISH,,,1013624
1005647,,CAPTAIN,,MIDNIGHT,,16/08/55,M,A3792AA,M9,Mixed: Any other background,,,Y,,,,1005647
1005707,MR,TOM,,PETERS,,10/10/71,M,A3852AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1005707
1005728,,OLAF,,GERMANY,,05/07/79,M,A3873AA,W9,White: Any other background,,,,,,,1005728
1005866,MR,PAUL,,BO-OKWORM,JR,12/02/75,M,A4011AA,M1,Mixed: White and Black Caribbean,,,Y,,,,1005866
1005946,,EUAN,,CHI,,01/01/86,M,A4071AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,Y01234/456789,,,,,1005946
1006026,,PETER,,BO-GDANOVITCH,,04/12/60,M,A4151AA,W9,White: Any other background,,,Y,,,,1006026
1006286,,SIMON,,AUGUST,,19/10/79,M,A4391AA,M9,Mixed: Any other background,,,Y,,,,1006286
1006349,,INMATEPROBATION,TWO,DATA-CHSINMATE,,01/01/61,M,A4452AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1006349
1006467,,BRENT,THREE,WOOD,,30/06/75,M,A4552AA,A9,Asian/Asian British: Any other backgr'nd,,,Y,IRISH,,,1006467
1006667,,JOE,,BPM-SMITH,,01/01/78,F,A4752AA,,,,,Y,,,,1006667
1006747,,THREE,,KIRK,,14/12/76,M,A4832AA,,,,,,,,,1006747
1006767,MR,BERNIE,FRED,WINTERS,JR,08/07/71,M,A4852AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,33/993399H,,,,,1006767
1006809,,EDWARD,,EXETER,,15/06/65,M,A4894AA,O1,Chinese,,,Y,IRISH,,,1006809
1006810,MR,JACK,,SMITH,,01/05/55,M,A4895AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,,,,,1006810
1006867,,HILARY,,HARTLEPOOL,,02/02/75,F,A4952AA,M1,Mixed: White and Black Caribbean,,,Y,,,,1006867
1006887,,PROBATION,,ORDER,,09/07/68,M,A4932AA,,,,,,,,,1006847
1006888,,HETTY,,HULL,,02/02/75,F,A4952AA,,,,,,,,,1006867
1006908,,TRUDY,,TESS,,12/01/83,F,A4973AA,,,,,Y,,,,1006908
1006948,,MICKEY,,ORLANDO,,15/08/80,M,A5013AA,,,,,Y,IRISH,,,1006948
1007027,,GEORGE,,EUSTON,,15/03/82,M,A5092AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1007027
1007051,,JOSHUA,,BO-OTLEG,,20/12/71,M,A5116AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1007051
1007107,MR,MARK,,JORDON,,13/01/80,M,A5172AA,W9,White: Any other background,,,Y,,,,1007107
1007149,,MARK,,CARLISE,,24/04/74,M,A5214AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,,,,,1007149
1007167,,JOE,,DATA-PUBLIC,,01/12/80,M,A5232AA,,,,,Y,IRISH,,,1007167
1007287,MR,MICHAEL,,BO-RDER,,02/06/75,M,A5352AA,W9,White: Any other background,,,Y,,,,1007287
1007347,,TINA,,CLAUS,,01/07/69,F,A5412AA,W9,White: Any other background,,,Y,IRISH,,,1007347
1007367,MR,DELROY,,BO-RDER,,22/08/80,M,A5432AA,B1,Black/Black British: Caribbean,,,Y,,,,1007367
1007387,MS,TEST,,CO-ACCUSED,,11/11/50,F,A5452AA,,,,,Y,,,,1007387
1007407,,DARREN,,TEST,,01/01/85,M,A5472AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,BRITISH,,HETEROSEXUAL / STRAIGHT,1007407
1007408,MR,JOHNNY,,TEST,,01/01/85,M,A5472AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,,,,,1007407
1007428,,TRISTRAM,,DASH,,23/10/57,M,A5493AA,,,,,Y,,,,1007428
1007447,,ANDY,,KILLER,,11/11/72,M,A5512AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1007447
1007527,,MARTIN,,MANSFIELD,,14/04/80,M,A5592AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1007527
1007547,,MIKE,,MANSFIELD,,14/04/80,M,A5612AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1007547
1007587,,ALAN,,LICENCEE,,11/11/77,M,A5652AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1007587
1005566,,BARRY,,BARTHOLEMEW,,17/06/90,M,A3711AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1005566
1005587,,ALAN,HOWARD,COMPAQ,III,01/02/34,M,A3732AA,,,,,Y,,,,1005587
1006086,,GREGORI,,GRANDULATION,,02/02/88,M,A4211AA,W9,White: Any other background,,,Y,IRISH,,,1006086
1006106,,COL,,CHESTER,,28/02/81,M,A4231AA,B2,Black/Black British: African,,,Y,,,,1006106
1006189,,HILARY,FOUR,HARMEN,,11/11/80,F,A4294AA,,,,,Y,IRISH,,,1006189
1006287,MR,BOB,,SLEIGH,,10/12/55,M,A4392AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,,,,,1006287
1006347,,ONE,,DATA-RSI_INMATE,,01/01/77,M,A4112AA,,,,,,,,,1005987
1006348,,ONE,,DATA-RSI-INMATE,,01/01/77,M,A4112AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1005987
1006368,RABBI,GREEN,,BO-GEY,SR,05/05/55,M,A4473AA,W9,White: Any other background,,,Y,,,,1006368
1006407,,MICHAEL,,STEPHENSON,,06/12/88,M,A4512AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1006407
1006408,,PETER,,JOHNS,,17/11/80,M,A4513AA,,,,,,,,,1006408
1006409,,BARBARA,,PATTERSON,,16/06/82,F,A4514AA,,,,,Y,,,,1006409
1006447,,BRENT,TWO,WOOD,,17/06/75,M,A4532AA,B1,Black/Black British: Caribbean,,,Y,IRISH,,,1006447
1013280,MISS,ANITA,,HALLS,,11/01/68,F,A0994AA,W2,White : Irish,,,Y,,,,1013280
1013281,MISS,REBECCA,,WINTON,,01/05/65,F,A0995AA,W2,White : Irish,,,Y,,,,1013281
1013282,,SODIUM,,BO-RATE,,20/03/80,M,A0996AA,W9,White: Any other background,,,Y,IRISH,,,1013282
1013288,MR,LEGGIT,,BO-RUNFORURLIFE,,12/12/67,M,A1002AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1013288
1013289,MR,THE LAD,,BO-HESAWAY,,03/06/74,M,A1003AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1013289
1013290,,SARAH,,BO-MORAN,,27/12/66,F,A1004AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1013290
1013291,MR,SHAKEITALLABOOT,,BO-INANDOUT,,12/07/66,M,A1005AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1013291
1013292,MR,ME NO WAY,,BO-ROTL,,21/04/70,M,A1006AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1013292
1013293,,IAIN,,BO-LEWIS,,18/06/71,M,A1007AA,W2,White : Irish,,,Y,IRISH,,,1013293
1013295,,TEST,,BO-SEN5038,,01/01/67,M,A1009AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1013295
1013307,,PHIL,,BO-LAMBCHOP,,03/03/44,NS,A1021AA,A2,Asian/Asian British: Pakistani,,,Y,IRISH,,,1013307
1013308,,TEST,,BO-5038,,01/01/67,M,A1022AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1013308
1013326,,TEST,,BO-ACC0001,,01/01/54,M,A1040AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1013326
1013327,,TEST,,BO-ACC0001TWO,,01/02/67,F,A1041AA,W2,White : Irish,,,Y,IRISH,,,1013327
1013334,,TEST,,DARRENESL2,,09/09/80,M,A1048AA,W9,White: Any other background,,,Y,,,,1013334
1013336,,TEST,,DARRENESL4,,13/05/79,M,A1050AA,W9,White: Any other background,,,Y,,,,1013336
1013337,,TEST,,DARRENESL5,,23/05/80,M,A1051AA,W2,White : Irish,,,Y,,,,1013337
1013338,,LEWIS,,BO-HAMILTON,,19/02/85,M,A1052AA,B9,Black/Black British: Any other Backgr'nd,,,Y,IRISH,,,1013338
1013339,,MICHAEL,,BO-SCHUMACHER,,27/08/70,M,A1053AA,W9,White: Any other background,,,Y,IRISH,,,1013339
1005649,,HARRISON,,HARRIS,,12/09/67,M,A3794AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1005649
1005666,MR,DBG,,TEST2,,12/12/80,M,A3811AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1005666
1005886,,ELIZA,,ENTOLIONI,,15/02/80,F,A3832AA,B9,Black/Black British: Any other Backgr'nd,,,,,,,1005687
1006146,,INMATE1967,,DATA-CHSINMATE,,01/01/67,M,A4251AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1006126
1006147,,INMATE1991,,DATA-CHSINMATE,,01/01/91,M,A4252AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1006127
1006166,,MARK,,TEY,,16/07/74,M,A4271AA,M9,Mixed: Any other background,,,Y,IRISH,,,1006166
1006226,,GRAHAM,ONE,GNATT,,12/09/84,M,A4331AA,,,,,Y,IRISH,,,1006226
1006367,,NAPOLEON,,BO-NAPARTE,,07/04/61,M,A4472AA,W9,White: Any other background,,,Y,,,,1006367
1006371,,SARAH,NOISY,BO-DILY-FUNCTION,,27/12/65,F,A4476AA,W2,White : Irish,,,Y,,,,1006371
1006387,,STIFF,,BO-RED,,04/12/60,M,A4492AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1006387
1006607,,CHARLIE,COLIN,CHESTERFIELD,,06/05/75,M,A4692AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1006607
1006811,,FREDDIE,,FALMOUTH,,14/04/84,M,A4896AA,M1,Mixed: White and Black Caribbean,,,Y,IRISH,,,1006811
1006827,,GERAINT,,GLASGOW,,06/06/68,M,A4912AA,M3,Mixed: White and Asian,,,Y,IRISH,,,1006827
1006947,,ORANJI,,ORLOSSO,,25/05/80,M,A5012AA,,,,,Y,IRISH,,,1006947
1006967,,ROBIN,,HOOD,,10/10/80,M,A5032AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1006967
1006987,MR,DAN,,VELZEN,,18/03/67,M,A5052AA,W9,White: Any other background,,,Y,SOUTH AFRICAN,HOLDS ZIMBABWEAN PASSPORT,REFUSED,1006987
1007087,,ANDREW,,BO-TTOM,,01/12/54,M,A5152AA,W2,White : Irish,,,,,,,1007087
1007127,,IAN,,INVERNESS,,14/04/74,M,A5192AA,M2,Mixed: White and Black African,,,Y,IRISH,,,1007127
1007147,,HORACE,DANIEL,CARTER,,15/10/85,M,A5212AA,,,,,Y,,,,1007147
1007148,,GELDOFF,,HARRIS,,17/02/75,M,A5213AA,M1,Mixed: White and Black Caribbean,,,Y,,,,1007148
1007187,,INMATETRANSFER,,DATA-CHSINMATE,,01/01/80,M,A5252AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1007187
1007188,,BILLY,,DATA-BLAKE,,01/01/80,M,A5253AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1007188
1007207,,WILLIAM,,DATA-WILSON,,20/02/85,M,A5272AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1007207
1007227,,JOE,,JARROW,,12/12/72,M,A5292AA,M1,Mixed: White and Black Caribbean,,,Y,IRISH,,,1007227
1007228,,KEITH,,KEELE,,04/04/74,M,A5293AA,O1,Chinese,,,Y,IRISH,,,1007228
1007267,,TEST,,CONCURRENT,,13/12/66,F,A5332AA,W9,White: Any other background,,,Y,,,,1007267
1007308,,QUINTIN,,QUINK,,07/01/82,M,A5373AA,,,,,Y,IRISH,,,1007308
1007448,,ANDY,,KILLER2,,11/11/73,M,A5513AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1007448
1007507,,LAWRENCE,,LIVERPOOL,,11/11/81,M,A5572AA,W2,White : Irish,,,Y,IRISH,,,1007507
1007508,,BRUNO,,PADDINGTON,,02/12/74,M,A5573AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1007508
1007509,,DARREN,,WARREN,,05/05/61,M,A5574AA,W9,White: Any other background,,,Y,IRISH,,,1007509
1007567,,DONALD,,DUCK,,12/12/57,M,A5632AA,,,,,Y,,,,1007567
1007707,,PANAMA,,HAT,,08/01/81,M,A5772AA,,,,,Y,,,,1007707
1007907,,UNPAIDWORK,,DATA-CHS-INMATE,,01/01/79,M,A5972AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1007907
1005399,MR,STEPHEN,JOHN,MILLER,,20/08/69,M,A3545AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,,,,1005399
1005405,MR,DUNCAN,,MCLEOD,,01/05/45,M,A3551AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,,,,,1005405
1005407,MR,KEVIN,,HALE,,05/06/70,M,A3553AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,,,,,1005407
1005408,MR,JACK,,SNAPE,,12/04/55,M,A3554AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,Y,IRISH,,,1005408
1005410,MR,LUKE,,ROBINSON,,06/09/62,M,A3556AA,M1,Mixed: White and Black Caribbean,,,,,,,1005410
1005412,MR,MATTHEW,,BAXTER,,15/11/73,M,A3558AA,M1,Mixed: White and Black Caribbean,,,,,,,1005412
1005413,MR,KHAMANI,,SMITH-JONES,,16/12/65,M,A3559AA,M2,Mixed: White and Black African,,,,,,,1005413
1005415,MR,CONNER,,ORANGEMAN,,04/02/73,M,A3561AA,W2,White : Irish,,,,,,,1005415
1005418,FR,DUNCAN,,MACDONALD,,31/01/50,M,A3564AA,W9,White: Any other background,,,,,,,1005418
1005420,MR,DEREK,JOHN,JAMES,,02/02/72,M,A3566AA,W9,White: Any other background,,,,,,,1005420
1005421,MR,DAVID,PAUL,JAMES,,19/10/74,M,A3567AA,W9,White: Any other background,,,,,,,1005421
1005422,MR,WILLIAM,,THOMPSON,,06/09/72,M,A3568AA,W2,White : Irish,,,,,,,1005422
1013652,,6890,,DEFECT,,15/10/85,F,A1359AA,,,,,Y,,,,1013652
1013653,,ORDER,,BREACH-TEST,,03/02/76,M,A1360AA,,,,,Y,,,,1013653
1013654,,RECALL,,BREACH-TEST,,17/09/79,F,A1361AA,,,,,Y,,,,1013654
1013716,,ALBERT,,ALDWYCH,,13/07/85,M,A1423AA,,,,,Y,IRISH,,,1013716
1013717,,BARRY,,BATES,,17/06/90,M,A1424AA,,,,,Y,IRISH,,,1013717
1013736,,JOHN,,BO-UNPAID4,,16/04/75,M,A1443AA,O1,Chinese,,,Y,IRISH,,,1013736
1013738,,KEY-DATES,,BREACH-TEST,,23/11/76,F,A1445AA,,,,,Y,,,,1013738
1013742,,BOB,,BO-ENF5033,,01/01/50,M,A1449AA,B9,Black/Black British: Any other Backgr'nd,,,Y,IRISH,,,1013742
1013743,,TEST,,SEN5032-2,,01/01/56,M,A1450AA,W2,White : Irish,,,Y,IRISH,,,1013743
1013744,,BOB,,BO-ENF5033-2,,15/04/76,M,A1451AA,M1,Mixed: White and Black Caribbean,,,Y,IRISH,,,1013744
1013746,,GOGGLE,,BO-GGLE,,13/12/84,NK,A1453AA,NS,Prefer not to say,,,Y,,,,1013746
1013747,,TEST,,BO-ENF5092-2,,01/02/56,F,A1454AA,M1,Mixed: White and Black Caribbean,,,Y,IRISH,,,1013747
1013748,,TEST,,BO-ENF5092-3,,01/01/76,M,A1455AA,W2,White : Irish,,,Y,IRISH,,,1013748
1013761,,HERMIONE,,BO-RCHESTER,,27/07/82,F,A1468AA,M9,Mixed: Any other background,,,Y,IRISH,,,1013761
1013762,,TEST,,BO-SEN5032,,01/01/79,F,A1469AA,W2,White : Irish,,,Y,IRISH,,,1013762
1013763,,BOB,,BO-ENF5043-3,,06/06/66,M,A1470AA,W9,White: Any other background,,,Y,IRISH,,,1013763
1013836,,GOLIATH,,BO-RCHESTER,,06/07/84,M,A1543AA,O9,Other: Any other background,,,Y,,,,1013836
1013837,,SHORT,,HAMPTON,,06/09/70,M,A1544AA,,,,,Y,,,,1013837
1013838,,EARL,,BO-RCHESTER,,07/07/85,M,A1545AA,W9,White: Any other background,,,Y,IRISH,,,1013838
1013856,,TESTONE,,CONCNINEONE,,12/12/81,M,A1563AA,W9,White: Any other background,,,Y,,,,1013856
1013857,,BRENDA,,BO-RCHESTER,,05/03/83,F,A1564AA,M1,Mixed: White and Black Caribbean,,,Y,,,,1013857
1013858,,TESTTWO,,CONCNINEONE,,12/12/75,M,A1565AA,,,,,Y,,,,1013858
1013916,,RIGO,,BERT,,13/05/79,M,A1623AA,M9,Mixed: Any other background,,,,,,,1013916
1005748,,STEPHAN,,BOUCHETNAIS,,06/09/63,M,A3893AA,W9,White: Any other background,,,,,,,1005748
1005749,MR,HAMISH,,MACLEAN,,03/08/65,M,A3894AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,,,,,1005749
1005772,MR,KETAN,,MEHTA,,28/10/66,M,A3917AA,A1,Asian/Asian British: Indian,,,,,,,1005772
1005786,MR,ANDREW,ROBERT,JERRARD,,12/04/74,M,A3931AA,W2,White : Irish,,,,,,,1005786
1005787,LORD,SAMUEL,,WESTON,,12/01/54,M,A3932AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,,,,,,1005787
1005806,MR,ROBERT,CHARLES,KEAGAN,,03/12/73,M,A3951AA,,,,,,,,,1005806
1005947,,GEOFF,,CHI,,01/01/86,M,A4071AA,W1,White: Eng./Welsh/Scot./N.Irish/British,,Y01234/456789,,,,,1005946
